@relation aux
@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SaTime1 numeric
@attribute SaTime2 numeric
@attribute SaTime3 numeric
@attribute SaTime4 numeric
@attribute diffSaTime1 numeric
@attribute diffSaTime2 numeric
@attribute diffSaTime3 numeric
@attribute diffSaTime4 numeric
@attribute Sa numeric
@attribute class {'1','2'}
@data
205,-2,-0.15,0.02,-0.7,-11,2,-0.001,0,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,0,-7e-04,'1'
216,2,-0.15,0.13,-0.8,-11,-3,-0.001,-1.9,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,0,-7e-04,'1'
15,7,-0.09,0.14,-1,-11,-10,0.003,-0.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
57,-12,-0.25,0.02,-1.8,-8,1,0.006,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'2'
-138,-14,0.15,0.08,-2.1,-8,-7,0.009,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'2'
-173,-21,0.33,0.02,-1.5,-7,-2,0.006,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
43,-25,0.44,-0.11,-0.4,-6,11,0.002,0.2,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
274,-17,0.32,-0.07,0.7,-5,8,-0.008,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'2'
318,-9,0.14,-0.02,1.1,-5,-2,-0.014,0.6,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'2'
194,4,-0.14,0.07,1.1,-5,-8,-0.01,-0.3,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'2'
88,19,-0.36,0.03,-1.4,-7,-2,0.003,-0.1,-4e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
200,25,-0.16,-0.04,-2.1,-8,6,0.009,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'2'
-436,29,-0.29,0.09,-0.8,-7,-8,-0.007,-0.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-291,-36,0.38,0.01,0,-6,1,0,-0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-70,-44,0.36,-0.12,0.9,-5,12,-0.003,0.3,-4e-04,-4e-04,-4e-04,-4e-04,-2e-04,0,0,0,-4e-04,'1'
216,-41,0.12,-0.09,1.6,-4,9,-0.011,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
141,-24,-0.35,0.05,1.1,-5,-5,-0.01,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
221,-12,-0.4,-0.02,-0.8,-7,3,0.003,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
294,-3,-0.24,-0.02,-1.5,-7,3,0.008,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
141,22,0.21,0.06,-1.5,-7,-5,0.006,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-146,22,0.2,0.07,-0.4,-6,-7,-0.003,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'2'
-263,18,0.15,0.15,-0.2,-6,-17,-0.007,-0.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-372,3,0.01,0.02,0.1,-6,-2,-0.006,0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
369,-2,-0.1,-0.09,-0.4,-6,11,-0.001,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
385,19,-0.11,0.03,-0.7,-7,-3,0,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
364,26,-0.09,0.03,-0.8,-7,-3,0.003,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-706,-3,0.08,0.1,-0.3,-6,-11,-0.003,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-510,-50,0.01,-0.08,-0.1,-6,9,-0.003,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
265,-63,-0.06,-0.12,-0.3,-6,14,-0.002,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
476,-49,-0.08,-0.06,-0.4,-6,8,-0.002,-0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
549,-24,-0.09,0.01,-0.6,-7,1,-0.001,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-45,34,0.13,0.07,0.6,-5,-8,-0.004,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-359,21,-0.16,0.08,0.6,-5,-9,-0.008,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-367,12,-0.24,-0.02,0.3,-6,8,-0.006,-0.8,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-64,-6,-0.1,-0.06,-0.6,-7,7,0.004,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
26,-6,-0.04,-0.16,-0.7,-7,14,0.007,1.5,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
218,-2,0.09,-0.06,-0.7,-7,8,0.006,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
182,6,0.16,0.1,-0.4,-6,-17,0.004,0.5,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
153,6,0.17,0.08,-0.4,-6,-15,0.004,1.4,-4e-04,-3e-04,-3e-04,-3e-04,-2e-04,0,0,0,-3e-04,'1'
-272,0,0,0.08,0.2,-6,-8,-0.005,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-344,-24,-0.12,0.02,-0.2,-6,-2,-0.003,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-87,-44,-0.14,-0.05,-0.8,-7,6,0.001,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-63,-44,-0.13,-0.05,-0.9,-7,6,0.001,0,-3e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
375,-29,0.23,-0.06,-0.5,-6,7,0.005,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
52,-10,0.09,0.14,0.3,-6,-16,-0.008,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-72,-11,-0.06,0.02,0.4,-6,-4,-0.007,0.3,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-98,-16,-0.11,0.02,0.1,-6,-1,-0.001,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
246,-11,0.05,-0.05,-0.2,-6,6,0.002,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
78,60,0.02,0.01,-0.8,-7,0,0.006,0,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-294,56,0.2,0.13,-0.4,-6,-14,0.004,0,-4e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,0,-3e-04,'1'
-490,47,0.17,0.14,-0.2,-6,-16,-0.005,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-176,-22,-0.25,-0.03,-0.9,-7,4,-0.002,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
428,-4,0.36,-0.05,-0.5,-6,6,0.004,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
463,6,0.39,0.13,0,-6,-7,0.001,-2.4,-4e-04,-4e-04,-4e-04,-3e-04,-1e-04,0,-1e-04,0,-3e-04,'1'
-361,15,-0.38,0.1,0.5,-5,-11,-0.009,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-419,11,-0.41,0.01,0.3,-6,-10,-0.005,0.6,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-325,-8,-0.28,-0.07,-0.9,-7,8,0.01,0.3,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
359,-8,0.29,-0.12,-0.8,-7,14,0.009,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
475,-1,0.35,-0.02,-0.5,-6,6,0.005,-1.6,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
474,31,0.31,0.03,1,-5,-3,-0.006,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-140,50,-0.58,0.12,0.3,-6,-13,-0.013,0,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-260,42,-0.62,0.04,-1.1,-7,-4,0.003,0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-281,37,-0.56,0.01,-1.7,-8,-2,0.011,0.4,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-198,29,-0.33,-0.04,-2.5,-8,7,0.014,-0.5,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-103,14,0.5,0.02,-1.3,-7,-2,0.001,0.1,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,0,-4e-04,'1'
-311,-8,-0.05,0.04,0.5,-6,-5,-0.01,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
426,-2,0.14,-0.05,-1,-7,5,0.005,0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
289,19,0.22,0.08,-0.4,-6,-9,0.002,0.1,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,0,-4e-04,'1'
-199,23,0.02,0.09,0.4,-6,-10,-0.005,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-323,-7,0.01,0.02,0.4,-6,-2,0.001,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-58,-27,0.04,-0.05,0.6,-5,5,0,-0.1,-4e-04,-3e-04,-3e-04,-3e-04,-2e-04,0,0,0,-3e-04,'1'
-98,-29,-0.14,0.04,0.5,-6,-4,-0.007,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-117,-31,-0.18,-0.08,0.4,-6,1,-0.006,1.8,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-91,-32,-0.2,-0.03,0.2,-6,5,-0.003,-0.4,-3e-04,-3e-04,-3e-04,-4e-04,1e-04,0,1e-04,0,-4e-04,'1'
510,-16,0.18,-0.11,0.2,-6,13,0.006,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,-1e-04,0,-3e-04,'1'
704,14,0.22,-0.01,0.8,-5,3,-0.007,-0.7,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-110,48,-0.43,0.18,0.4,-6,-20,-0.011,0,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,0,-6e-04,'1'
-387,38,-0.44,0.09,-0.8,-7,-10,0.002,0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-470,20,-0.31,0.03,-1.7,-8,-2,0.007,0.2,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-109,-12,0.38,-0.05,-1.4,-7,7,0.008,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,0,-3e-04,'1'
-106,-15,0.38,0.04,-0.6,-6,-3,-0.004,-0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-102,-18,0.34,-0.04,-0.1,-6,6,-0.005,0.4,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-15,-22,-0.21,-0.01,0.4,-6,1,-0.011,0,-5e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
258,-10,-0.06,-0.04,-0.9,-7,5,0.007,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-50,3,0.24,0.08,-0.4,-6,-8,0.004,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-340,-5,0.21,0.15,0.2,-6,-16,-0.004,-0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-407,-18,0.13,-0.01,0.6,-5,3,-0.006,-0.8,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-358,-30,0.01,-0.03,0.7,-5,3,-0.008,0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
473,-27,0.02,-0.1,0.1,-6,11,0.004,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
588,-13,0.08,-0.06,0.1,-6,4,0.003,0.6,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
565,26,0.16,0.03,0.6,-5,-3,0.001,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
310,43,0.16,0.15,1,-5,-15,-0.002,-0.5,-4e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,0,-3e-04,'1'
-632,29,-0.3,0.16,0.6,-5,-18,-0.008,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-751,12,-0.34,-0.16,0.2,-6,11,-0.002,3.2,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
74,-13,-0.02,-0.21,-0.6,-7,24,0.01,0,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,0,-2e-04,'1'
73,24,0.07,0.04,1.7,-4,-4,-0.007,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-112,23,-0.38,0.05,1.2,-5,-6,-0.011,0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
168,22,-0.31,-0.09,-0.5,-6,11,0.007,0,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-66,31,0.1,0.08,-1,-7,-8,0.008,0,-3e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,0,-3e-04,'1'
-307,5,0.15,0.04,0.6,-5,-4,-0.004,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-313,4,0.14,0.04,0.6,-5,-4,-0.004,0,-5e-04,-4e-04,-4e-04,-4e-04,-2e-04,0,0,0,-4e-04,'1'
-317,-7,-0.02,-0.01,0.8,-5,1,-0.008,-0.4,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
33,-16,-0.19,-0.12,0.4,-6,14,-0.006,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
89,-15,-0.21,-0.13,0.4,-6,14,-0.005,-0.1,-4e-04,-4e-04,-4e-04,-5e-04,0,0,0,0,-5e-04,'1'
336,-7,-0.17,-0.08,-0.2,-6,11,0.003,-0.3,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
482,15,-0.09,-0.03,-0.5,-6,3,0.002,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
401,28,-0.12,0.08,-0.6,-7,-14,-0.004,1.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
405,41,0.03,-0.05,-0.8,-7,4,0.01,0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
285,57,0.25,0.09,-0.4,-6,-9,0.007,-0.3,-4e-04,-4e-04,-4e-04,-3e-04,-1e-04,0,-2e-04,0,-3e-04,'1'
142,63,0.21,0.1,0,-6,-12,-0.005,0.2,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-449,54,0.03,0.17,0.5,-6,-18,-0.006,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-580,47,0.01,0.04,0.5,-6,-14,-0.003,2.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
197,6,-0.06,-0.08,0.1,-6,9,0,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
317,19,-0.06,-0.02,-0.2,-6,3,0,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-328,19,0.12,0.04,-0.6,-7,-4,0.003,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-306,12,0.16,-0.13,-0.5,-6,13,0.003,1.8,-4e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,0,-3e-04,'1'
-69,4,0.06,-0.07,-0.1,-6,8,-0.005,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-182,-3,-0.14,0.06,-0.3,-6,-6,-0.005,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
26,-10,-0.21,-0.07,-0.9,-7,8,-0.002,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
148,-8,-0.17,-0.07,-1.2,-7,10,0.005,-0.2,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
223,-5,-0.11,0.01,-1.3,-7,3,0.007,-1.3,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-75,15,0.29,0.04,0.9,-5,-4,-0.003,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-89,15,0.28,0.04,1,-5,-4,-0.004,-0.1,-4e-04,-3e-04,-3e-04,-4e-04,-1e-04,0,0,0,-4e-04,'1'
-205,8,0.02,0.06,1.4,-5,-7,-0.011,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-242,5,-0.07,-0.06,1.4,-5,-3,-0.01,1.8,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
247,4,-0.29,-0.09,-0.1,-6,9,0.004,0.3,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
459,30,0.04,-0.04,-0.8,-7,5,0.01,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
487,35,0.1,0.04,-0.7,-7,4,0.011,-0.6,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,0,-2e-04,'1'
48,61,0.29,0.09,0.8,-5,-11,-0.001,0.2,-4e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,0,-3e-04,'1'
-120,61,0.22,0.19,1.1,-5,-22,-0.009,-0.7,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-414,41,-0.07,0.05,1.4,-5,-6,-0.008,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-377,7,-0.3,-0.02,0.4,-6,2,-0.003,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
191,-6,0.09,-0.09,-0.6,-6,11,0.007,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
406,18,0.31,-0.03,0.5,-5,4,0.003,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
411,26,0.32,0.05,0.9,-5,-7,-0.002,-0.6,-4e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,0,-3e-04,'1'
-100,47,-0.47,0.07,0.2,-6,-8,-0.007,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-81,40,-0.34,-0.02,-1.4,-7,4,0.01,-0.2,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
657,-32,-0.55,0.03,-0.1,-14,8,0.024,-0.8,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,'2'
659,-16,-0.26,0.55,-0.7,-15,-19,0.019,-3,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,'2'
309,1,0.22,0.38,-0.7,-15,-17,0.023,-0.6,-0.0012,-0.0011,-0.0011,-0.0011,-2e-04,0,0,0,-0.0011,'2'
168,4,0.36,0.39,-0.5,-14,-20,0.011,-0.3,-0.0017,-0.0016,-0.0016,-0.0015,-2e-04,0,-2e-04,0,-0.0015,'2'
-341,1,0.1,0.45,0.2,-14,-27,-0.018,0,-0.0025,-0.0025,-0.0025,-0.0025,0,0,0,0,-0.0025,'2'
-649,-12,-0.02,0.21,0.2,-14,-14,-0.004,1.3,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,'2'
-742,-26,-0.04,-0.12,0.1,-14,3,-0.003,2.5,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,'2'
-479,-47,-0.06,-0.08,-0.1,-14,17,-0.002,-0.6,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,'2'
202,-55,-0.06,-0.24,-0.3,-14,25,-0.001,-0.2,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,'2'
555,-46,-0.12,-0.2,-0.4,-14,24,-0.008,-0.3,-0.0021,-0.0021,-0.0021,-0.0021,0,0,0,0,-0.0021,'2'
778,-27,-0.24,0.24,-0.7,-15,-6,-0.008,-1.8,-0.0021,-0.0021,-0.0021,-0.0021,0,0,0,0,-0.0021,'2'
756,-9,-0.18,0.1,-1,-15,3,0.012,0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,'2'
669,14,0.04,0.26,-1.1,-15,-14,0.012,0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,'2'
73,38,0.36,0.38,-0.3,-14,-21,0.003,-0.3,-0.002,-0.0016,-0.0016,-0.0015,-4e-04,0,-2e-04,0,-0.0015,'2'
-176,37,0.2,0.32,0.1,-14,-20,-0.018,0.5,-0.0022,-0.0022,-0.0022,-0.0022,0,0,0,0,-0.0022,'2'
-474,15,-0.33,0.19,-0.3,-14,-7,-0.013,0,-0.0021,-0.0021,-0.0021,-0.0021,0,0,0,0,-0.0021,'2'
-473,3,-0.46,-0.06,-0.9,-15,11,-0.009,1.1,-0.0017,-0.0021,-0.0021,-0.0021,3e-04,0,0,0,-0.0021,'2'
299,-6,0.52,-0.06,-0.9,-15,14,0.017,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,'2'
239,7,0.72,0.22,0.4,-14,-21,0.005,1.2,-0.0014,-0.0012,-0.0012,-0.0011,-3e-04,0,-2e-04,0,-0.0011,'2'
204,8,0.73,0.21,0.6,-13,-18,0.002,1.4,-0.0018,-0.0014,-0.0014,-0.0012,-5e-04,0,-3e-04,0,-0.0012,'2'
89,10,0.59,0.28,1.1,-13,-15,-0.025,-0.3,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,'2'
-90,9,0.06,0.06,1.6,-12,-6,-0.051,1.6,-0.0029,-0.0029,-0.0029,-0.0029,0,0,0,0,-0.0029,'2'
-98,7,-0.54,-0.13,1.3,-13,7,-0.048,2.1,-0.003,-0.003,-0.003,-0.003,0,0,0,0,-0.003,'2'
-58,7,-0.72,-0.04,1.1,-13,11,-0.046,0.4,-0.002,-0.0026,-0.0026,-0.003,6e-04,0,4e-04,0,-0.003,'2'
-32,5,-0.54,0.1,-1,-15,1,0.018,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,'2'
71,5,-0.1,0.08,-1.7,-16,5,0.019,-0.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,'2'
105,9,0.38,0.13,-1.4,-15,-1,0.02,0.1,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'2'
-13,12,0.4,0.19,-0.3,-14,-8,-0.006,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,'2'
-63,9,0.04,0.1,0.5,-13,-2,-0.013,0.1,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,'2'
-78,7,-0.14,0.11,0.4,-14,-2,-0.009,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,'2'
-24,5,-0.06,0.04,0.2,-14,8,0.011,-0.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,'2'
9,5,0.19,0.11,0.4,-14,-1,0.009,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,'2'
6,5,0.23,0.12,0.4,-14,-2,0.008,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,-2e-04,0,-0.0011,'2'
-76,4,-0.43,0.14,0.3,-14,-5,-0.016,-0.1,-0.0014,-0.0017,-0.0017,-0.0018,3e-04,0,1e-04,0,-0.0018,'2'
-104,-5,0.33,0.13,-0.4,-14,-3,0.011,-0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,'2'
-117,-6,0.38,0.22,-0.2,-14,-4,0.004,-0.6,-0.0016,-0.0013,-0.0013,-0.0012,-4e-04,0,-3e-04,0,-0.0012,'2'
-126,-7,0.37,0.28,-0.2,-14,-6,-0.004,-1.6,-0.0017,-0.0016,-0.0016,-0.0013,-2e-04,0,-4e-04,0,-0.0013,'2'
-223,-15,-0.3,0.13,0.1,-14,-3,-0.03,-0.6,-0.0021,-0.0021,-0.0021,-0.0021,0,0,0,0,-0.0021,'2'
-189,-21,-0.72,0.07,-0.8,-15,6,-0.024,-0.4,-0.0018,-0.0021,-0.0021,-0.0021,3e-04,0,0,0,-0.0021,'2'
-98,-24,-0.64,-0.25,-1.7,-16,16,0.027,2.5,-8e-04,-8e-04,-8e-04,-9e-04,0,0,1e-04,0,-9e-04,'2'
344,-17,0.21,-0.03,-2.3,-16,15,0.033,-0.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'2'
431,-5,0.73,0.19,-1.5,-15,-9,0.024,-0.4,-7e-04,-6e-04,-6e-04,-6e-04,-2e-04,0,0,0,-6e-04,'2'
391,0,0.83,0.19,-1,-15,-7,0.009,0.2,-0.0014,-0.0011,-0.0011,-9e-04,-4e-04,0,-2e-04,0,-9e-04,'2'
322,5,0.77,0.18,-0.3,-14,-12,-0.013,0.1,-0.0016,-0.0014,-0.0014,-0.0014,-3e-04,0,0,0,-0.0014,'2'
171,12,0.43,0.21,0.7,-13,-12,-0.024,-0.2,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,'2'
