@relation aux
@attribute id numeric
@attribute start numeric
@attribute end numeric
@attribute event numeric
@attribute size numeric
@attribute class {'1','2'}
@data
1241,4471,4615,1,79,'1'
1241,4615,4626,1,95,'2'
1241,4626,5697,0,92,'2'
1241,5697,7161,1,93,'2'
1241,7161,26186,1,97,'2'
1241,26186,28793,1,91,'2'
1241,28793,39247,1,91,'2'
1241,39247,58095,0,106,'2'
1241,58095,58620,1,102,'2'
1241,58620,162330,1,111,'2'
1241,162330,257321,1,111,'2'
1241,257321,539167,0,131,'2'
1241,539167,540222,0,134,'2'
1241,540222,593065,1,134,'2'
1241,593065,598409,1,137,'2'
1241,598409,1033780,0,137,'2'
1241,1033780,1630080,0,137,'2'
1242,0,8930,1,50,'1'
1242,8930,163249,0,112,'2'
1364,0,579147,0,221,'1'
1365,0,169841,1,151,'1'
1365,169841,1898119,0,209,'2'
1366,0,12278,1,335,'1'
1366,12278,96149,0,360,'2'
1366,96149,398132,1,359,'2'
1366,398132,1910397,0,359,'2'
1367,0,1812,1,110,'1'
1367,1812,3324,0,111,'2'
1367,3324,4815,0,113,'2'
1367,4815,5137,1,118,'2'
1367,5137,720615,0,117,'2'
1368,0,1338416,0,64,'1'
1368,1338416,1717382,1,66,'1'
1368,1717382,1965726,0,66,'2'
1369,0,1338416,0,11,'1'
1369,1338416,1717382,1,11,'1'
1369,1717382,1965726,0,11,'2'
1370,0,475147,0,11,'1'
1371,0,989437,0,439,'1'
1372,0,989437,0,226,'1'
1373,0,511489,1,327,'1'
1373,511489,989437,0,328,'2'
1375,0,96049,0,252,'1'
1375,96049,1822696,0,316,'1'
1376,0,214458,1,57,'1'
1376,214458,1726647,0,65,'2'
1374,0,796327,1,66,'1'
1374,796327,853809,1,35,'2'
1374,853809,1180170,1,37,'2'
1374,1180170,1350839,0,43,'2'
1377,0,433446,0,9,'1'
1378,0,372611,0,23,'1'
1379,0,372611,0,408,'1'
1380,0,402889,0,190,'1'
1380,402889,1579727,0,241,'1'
1381,0,88612,0,37,'1'
1382,0,52926,0,159,'1'
1382,52926,53453,1,159,'1'
1382,53453,112492,1,187,'2'
1382,112492,123579,1,198,'2'
1382,123579,157333,1,198,'2'
1382,157333,431890,1,198,'2'
1382,431890,680234,0,198,'2'
1383,0,1909264,0,35,'1'
1384,0,238,1,542,'1'
1384,238,642,1,535,'2'
1384,642,115154,1,544,'2'
1384,115154,115352,1,541,'2'
1384,115352,115512,0,548,'2'
1384,115512,139162,0,533,'2'
1384,139162,153454,1,544,'2'
1384,153454,165821,1,541,'2'
1384,165821,171455,1,608,'2'
1384,171455,211079,1,607,'2'
1384,211079,263967,1,607,'2'
1384,263967,264007,1,610,'2'
1384,264007,264560,1,607,'2'
1384,264560,298892,1,610,'2'
1384,298892,307899,1,596,'2'
1384,307899,324530,0,582,'2'
1384,324530,339336,1,596,'2'
1384,339336,344957,1,596,'2'
1384,344957,349205,1,593,'2'
1384,349205,368192,1,593,'2'
1384,368192,380454,1,593,'2'
1384,380454,396949,0,593,'2'
1384,396949,409706,1,593,'2'
1384,409706,432933,1,594,'2'
1384,432933,442664,1,594,'2'
1384,442664,461572,1,594,'2'
1384,461572,482886,1,592,'2'
1384,482886,498933,0,593,'2'
1384,498933,591126,1,578,'2'
1384,591126,691844,1,579,'2'
1384,691844,779992,0,579,'2'
1384,779992,788863,1,579,'2'
1384,788863,809853,1,551,'2'
1384,809853,824157,1,551,'2'
1384,824157,1018296,1,551,'2'
1384,1018296,1020172,1,551,'2'
1384,1020172,1065678,1,539,'2'
1384,1065678,1072167,1,539,'2'
1384,1072167,1104901,1,539,'2'
1384,1104901,1212058,1,539,'2'
1384,1212058,1226135,1,539,'2'
1384,1226135,1227206,1,539,'2'
1384,1227206,1243177,1,539,'2'
1384,1243177,1256642,0,532,'2'
1385,0,1046814,0,254,'1'
1386,0,214314,0,115,'1'
1387,0,15216,1,134,'1'
1387,15216,192765,1,134,'2'
1387,192765,273202,1,134,'2'
1387,273202,412972,1,168,'2'
1387,412972,1484443,1,163,'2'
1387,1484443,1487905,1,197,'2'
1387,1487905,1488315,0,196,'2'
1387,1488315,1499669,1,197,'2'
1387,1499669,1499721,0,183,'2'
1387,1499721,1499722,0,197,'2'
1387,1499722,1499817,0,198,'2'
1387,1499817,1835898,0,197,'2'
1388,0,340582,1,107,'1'
1388,340582,547103,0,97,'2'
1388,547103,552243,1,101,'2'
1388,552243,554672,1,97,'2'
1388,554672,718520,0,96,'2'
1389,0,1232221,0,51,'1'
1390,0,547246,0,44,'1'
1391,0,171275,0,38,'1'
1392,0,617669,0,147,'1'
1393,0,322880,1,42,'1'
1393,322880,547245,0,64,'2'
1394,0,192573,1,63,'1'
1394,192573,211459,1,48,'2'
1394,211459,292117,0,10,'2'
1394,292117,300270,0,130,'2'
1394,300270,510060,1,189,'2'
1394,510060,590478,1,174,'2'
1394,590478,913435,0,174,'2'
1394,913435,1292401,1,174,'2'
1394,1292401,1540745,0,174,'2'
1395,0,958,1,106,'1'
1395,958,5848,1,106,'2'
1395,5848,122171,0,104,'2'
1396,0,997834,0,54,'1'
1396,997834,1376800,1,51,'1'
1396,1376800,1595707,1,51,'2'
1396,1595707,1625143,0,51,'2'
1397,0,62277,1,170,'1'
1397,62277,173839,1,143,'2'
1397,173839,373064,1,146,'2'
1397,373064,388737,1,139,'2'
1397,388737,424929,1,190,'2'
1397,424929,430777,1,230,'2'
1397,430777,547243,0,226,'2'
1397,547243,560589,1,1351,'2'
1397,560589,617546,1,1309,'2'
1397,617546,636618,1,1323,'2'
1397,636618,717091,0,1319,'2'
1397,717091,718516,0,1208,'2'
1398,0,8448,1,1203,'1'
1398,8448,16246,0,1154,'2'
1398,16246,27486,0,1157,'2'
1398,27486,29256,0,1137,'2'
1398,29256,46589,1,1137,'2'
1398,46589,50143,1,1139,'2'
1398,50143,189815,1,1049,'2'
1398,189815,282487,0,1047,'2'
1398,282487,1016300,1,1052,'2'
1398,1016300,1248463,0,1155,'2'
1399,0,120805,1,84,'1'
1399,120805,472426,0,84,'2'
1400,0,120805,1,85,'1'
1400,120805,472426,0,85,'2'
1243,0,36355,0,13,'1'
1244,0,201394,1,229,'1'
1244,201394,201410,1,174,'2'
1244,201410,950195,1,174,'2'
1244,950195,968907,0,169,'2'
1245,0,201394,1,229,'1'
1245,201394,201410,1,174,'2'
1245,201410,964159,1,174,'2'
1245,964159,1918201,0,169,'2'
1246,0,16,1,123,'1'
1246,16,767514,0,123,'2'
1247,0,16,1,123,'1'
1247,16,1015137,1,123,'2'
1247,1015137,1716807,0,124,'2'
1401,0,76029,0,15,'1'
1402,0,562697,1,29,'1'
1402,562697,734349,0,25,'2'
1248,0,8782,1,122,'1'
1248,8782,1807484,0,116,'2'
1249,0,9108,1,154,'1'
1249,9108,1807484,0,341,'2'
1403,0,550,1,77,'1'
1403,550,384947,0,77,'2'
1250,0,194911,0,22,'1'
1250,194911,616039,1,15,'1'
1250,616039,1082458,0,15,'2'
1251,0,195236,1,22,'1'
1251,195236,519139,1,15,'2'
1251,519139,982646,1,15,'2'
1251,982646,1368280,1,15,'2'
1251,1368280,1719901,0,15,'2'
1252,0,325297,1,283,'1'
1252,325297,396239,1,286,'2'
1252,396239,478154,1,290,'2'
1252,478154,580241,0,281,'2'
1252,580241,580251,0,282,'2'
1252,580251,580674,1,289,'2'
1252,580674,583015,0,288,'2'
1252,583015,583071,0,289,'2'
1252,583071,583163,0,288,'2'
1252,583163,583195,1,289,'2'
1252,583195,601713,0,288,'2'
1252,601713,603847,0,289,'2'
1252,603847,609352,0,288,'2'
1252,609352,662633,1,290,'2'
1252,662633,791709,0,326,'2'
1253,0,227742,1,283,'1'
1253,227742,396208,1,286,'2'
1253,396208,478154,1,290,'2'
1253,478154,580241,0,281,'2'
1253,580241,580251,0,282,'2'
1253,580251,580720,1,289,'2'
1253,580720,583015,0,288,'2'
1253,583015,583071,0,289,'2'
1253,583071,583163,0,288,'2'
1253,583163,583195,1,289,'2'
1253,583195,601713,0,288,'2'
1253,601713,603847,0,289,'2'
1253,603847,609348,0,288,'2'
1253,609348,662657,1,290,'2'
1253,662657,691243,1,326,'2'
1253,691243,823529,1,326,'2'
1253,823529,1076876,1,327,'2'
1253,1076876,1086154,1,327,'2'
1253,1086154,1203147,1,333,'2'
1253,1203147,1291471,1,319,'2'
1253,1291471,1428496,0,322,'2'
1254,0,19,1,35,'1'
1254,19,180019,0,116,'2'
1255,0,19,1,35,'1'
1255,19,79553,1,123,'2'
1255,79553,465187,1,123,'2'
1255,465187,816808,0,123,'2'
1256,0,325297,1,396,'1'
1256,325297,478154,1,396,'2'
1256,478154,540747,1,384,'2'
1256,540747,662638,1,385,'2'
1256,662638,791714,0,417,'2'
1257,0,227742,1,396,'1'
1257,227742,478154,1,396,'2'
1257,478154,540747,1,384,'2'
1257,540747,662662,1,385,'2'
1257,662662,691248,1,417,'2'
1257,691248,994848,1,417,'2'
1257,994848,1076881,1,396,'2'
1257,1076881,1203152,1,396,'2'
1257,1203152,1428501,0,386,'2'
1258,0,19,1,26,'1'
1258,19,1517,1,235,'2'
1258,1517,180019,0,235,'2'
1259,0,19,1,26,'1'
1259,19,1517,1,235,'2'
1259,1517,79553,1,235,'2'
1259,79553,465187,1,235,'2'
1259,465187,627955,1,235,'2'
1259,627955,816808,0,191,'2'
1260,0,19,1,18,'1'
1260,19,180019,0,122,'2'
1261,0,19,1,18,'1'
1261,19,79553,1,138,'2'
1261,79553,340151,0,138,'2'
1261,340151,465186,1,128,'2'
1261,465186,816807,0,128,'2'
1262,0,194911,0,22,'1'
1262,194911,616039,1,15,'1'
1262,616039,1082458,0,15,'2'
1263,0,195236,1,22,'1'
1263,195236,519139,1,15,'2'
1263,519139,982646,1,15,'2'
1263,982646,1368280,1,15,'2'
1263,1368280,1719901,0,15,'2'
1264,0,194911,0,22,'1'
1264,194911,328317,1,15,'1'
1264,328317,616039,1,21,'2'
1264,616039,1082458,0,21,'2'
1265,0,195236,1,22,'1'
1265,195236,328972,1,15,'2'
1265,328972,519139,1,21,'2'
1265,519139,982646,1,21,'2'
1265,982646,1368280,1,21,'2'
1265,1368280,1719901,0,21,'2'
1266,0,46,1,22,'1'
1266,46,7052,0,158,'2'
1266,7052,10706,1,158,'2'
1266,10706,12217,1,158,'2'
1266,12217,192217,0,150,'2'
1267,0,46,1,22,'1'
1267,46,7066,1,158,'2'
1267,7066,10706,1,158,'2'
1267,10706,12217,1,158,'2'
1267,12217,91751,1,150,'2'
1267,91751,199906,1,150,'2'
1267,199906,477384,1,152,'2'
1267,477384,665785,1,152,'2'
1267,665785,713450,1,146,'2'
1267,713450,829004,0,146,'2'
1268,0,846,1,87,'1'
1268,846,53509,0,1042,'2'
1268,53509,54488,1,1048,'2'
1268,54488,90545,1,1050,'2'
1268,90545,182356,0,1059,'2'
1269,0,846,1,87,'1'
1269,846,53510,0,1055,'2'
1269,53510,54484,0,1061,'2'
1269,54484,81891,1,1063,'2'
1269,81891,90546,1,1063,'2'
1269,90546,286010,1,1072,'2'
1269,286010,286049,1,1051,'2'
1269,286049,286301,1,1053,'2'
1269,286301,342487,0,1053,'2'
1269,342487,371397,1,999,'2'
1269,371397,467522,1,999,'2'
1269,467522,580717,1,999,'2'
1269,580717,582669,1,999,'2'
1269,582669,628175,1,1002,'2'
1269,628175,630288,1,1003,'2'
1269,630288,819141,0,977,'2'
1270,0,846,1,15,'1'
1270,846,53509,0,92,'2'
1270,53509,182357,0,94,'2'
1271,0,846,1,15,'1'
1271,846,53510,0,92,'2'
1271,53510,81891,1,94,'2'
1271,81891,286010,1,94,'2'
1271,286010,286302,1,98,'2'
1271,286302,342488,0,98,'2'
1271,342488,467523,1,98,'2'
1271,467523,630291,1,98,'2'
1271,630291,819144,0,82,'2'
1272,0,1909390,0,28,'1'
1273,0,227025,0,629,'1'
1273,227025,282635,1,632,'1'
1273,282635,355783,1,633,'2'
1273,355783,367633,1,633,'2'
1273,367633,392740,1,633,'2'
1273,392740,402171,0,633,'2'
1273,402171,476976,0,633,'2'
1274,0,2664,1,119,'1'
1274,2664,78788,1,119,'2'
1274,78788,78808,1,124,'2'
1274,78808,80282,1,124,'2'
1274,80282,80351,0,119,'2'
1274,80351,81756,1,124,'2'
1274,81756,87568,1,119,'2'
1274,87568,226682,1,119,'2'
1274,226682,226692,1,119,'2'
1274,226692,226694,1,119,'2'
1274,226694,226787,1,118,'2'
1274,226787,401622,1,118,'2'
1274,401622,403431,0,118,'2'
1274,403431,490412,1,117,'2'
1274,490412,1016793,1,116,'2'
1274,1016793,1049510,0,116,'2'
1275,0,487991,0,8,'1'
1276,0,61655,1,9,'1'
1276,61655,1059709,0,9,'2'
1277,0,3824,1,20,'1'
1277,3824,31436,1,20,'2'
1277,31436,1247674,0,20,'2'
1278,0,60100,1,20,'1'
1278,60100,282491,0,20,'2'
1279,0,81991,0,1,'1'
1280,0,1784412,0,1,'1'
1281,0,81991,0,7,'1'
1282,0,1784412,0,7,'1'
1283,0,465461,0,52,'1'
1284,0,38990,1,41,'1'
1284,38990,49848,0,41,'2'
1285,0,73,1,528,'1'
1285,73,1367,1,529,'2'
1285,1367,14127,1,535,'2'
1285,14127,94795,1,552,'2'
1285,94795,100300,1,573,'2'
1285,100300,100395,1,573,'2'
1285,100395,102836,1,579,'2'
1285,102836,155527,1,585,'2'
1285,155527,155608,1,655,'2'
1285,155608,155672,1,655,'2'
1285,155672,211532,1,655,'2'
1285,211532,393336,1,658,'2'
1285,393336,403431,0,664,'2'
1285,403431,487984,0,683,'2'
1286,0,490420,1,65,'1'
1286,490420,1059709,0,63,'2'
1287,0,137853,1,40,'1'
1287,137853,206972,1,42,'2'
1287,206972,626545,0,44,'2'
1404,0,740339,1,83,'1'
1404,740339,760349,1,83,'2'
1404,760349,790631,1,83,'2'
1404,790631,1104289,0,83,'2'
1404,1104289,1431067,1,83,'2'
1404,1431067,1863556,0,83,'2'
1405,0,3260,1,77,'1'
1405,3260,22384,0,81,'2'
1408,0,1441172,0,67,'1'
1406,0,1441172,0,58,'1'
1407,0,1441172,0,42,'1'
1442,0,156403,1,390,'1'
1442,156403,1261052,1,350,'2'
1442,1261052,1405495,0,111,'2'
1443,0,26835,1,22,'1'
1443,26835,459324,0,22,'2'
1444,0,943536,0,69,'1'
1445,0,1247675,0,3,'1'
1446,0,282491,0,3,'1'
1447,0,1136111,0,3,'1'
1448,0,282491,0,3,'1'
1449,0,334286,1,266,'1'
1449,334286,1338416,0,295,'2'
1449,1338416,1375075,1,290,'2'
1449,1375075,1684864,0,290,'2'
1449,1684864,1717381,1,292,'2'
1449,1717381,1726219,1,292,'2'
1449,1726219,1965724,0,295,'2'
1450,0,175968,1,238,'1'
1450,175968,397756,1,238,'2'
1450,397756,1051203,0,236,'2'
1450,1051203,1820685,0,159,'2'
1451,0,175968,1,158,'1'
1451,175968,1820685,0,158,'2'
1452,0,116153,1,257,'1'
1452,116153,292121,1,257,'2'
1452,292121,513909,1,256,'2'
1452,513909,1936838,0,251,'2'
1453,0,175968,1,262,'1'
1453,175968,1820685,0,261,'2'
1454,0,1338416,0,80,'1'
1454,1338416,1717382,1,77,'1'
1454,1717382,1867862,1,77,'2'
1454,1867862,1965725,0,78,'2'
1455,0,274150,1,77,'1'
1455,274150,1364756,1,75,'2'
1455,1364756,1384070,0,47,'2'
1456,0,138345,1,218,'1'
1456,138345,442273,1,353,'2'
1456,442273,565908,0,944,'2'
1457,0,138345,1,8,'1'
1457,138345,442273,1,13,'2'
1457,442273,565908,0,20,'2'
1458,0,1403434,0,50,'1'
1460,0,105326,0,9,'1'
1459,0,487991,0,19,'1'
1461,0,1965727,0,256,'1'
1462,0,475147,0,256,'1'
1463,0,493807,1,26,'1'
1463,493807,493976,0,15,'2'
1464,0,475147,0,4,'1'
1465,0,493807,1,26,'1'
1465,493807,493976,0,15,'2'
1466,0,475147,0,4,'1'
1467,0,466,0,17,'1'
1467,466,844749,0,17,'1'
1467,844749,1044127,1,17,'1'
1467,1044127,1223714,1,17,'2'
1467,1223714,1472058,0,17,'2'
1468,0,466,0,17,'1'
1468,466,844749,0,17,'1'
1468,844749,1044127,1,17,'1'
1468,1044127,1223714,1,17,'2'
1468,1223714,1472058,0,17,'2'
1469,0,544954,0,17,'1'
1470,0,569289,0,9,'1'
1471,0,87344,0,399,'1'
1471,87344,404439,1,401,'1'
1471,404439,1788555,0,404,'2'
1472,0,30825,1,210,'1'
1472,30825,38595,1,221,'2'
1472,38595,72964,1,229,'2'
1472,72964,260156,0,241,'2'
1472,260156,546913,0,243,'2'
1473,0,1136111,0,20,'1'
1474,0,58,1,20,'1'
1474,58,156,1,20,'2'
1474,156,5686,1,20,'2'
1474,5686,60098,1,20,'2'
1474,60098,282489,0,20,'2'
1475,0,122767,0,40,'1'
1476,0,14129,1,53,'1'
1476,14129,403438,0,55,'2'
1476,403438,490419,1,57,'2'
1476,490419,1049518,0,56,'2'
1477,0,465461,0,18,'1'
1478,0,49849,0,12,'1'
1479,0,138,0,52,'1'
1479,138,11106,1,78,'1'
1479,11106,12457,1,66,'2'
1479,12457,12599,0,64,'2'
1479,12599,227354,0,66,'2'
1480,0,14129,1,48,'1'
1480,14129,403438,0,49,'2'
1480,403438,490419,1,58,'2'
1480,490419,1049518,0,52,'2'
1481,0,465461,0,48,'1'
1482,0,1691,1,16,'1'
1482,1691,1072925,0,16,'2'
1483,0,138,0,19,'1'
1483,138,11106,1,43,'1'
1483,11106,12457,1,33,'2'
1483,12457,12599,0,29,'2'
1483,12599,181469,1,33,'2'
1483,181469,227354,0,33,'2'
1484,0,138,0,19,'1'
1484,138,11106,1,43,'1'
1484,11106,12457,1,33,'2'
1484,12457,12599,0,29,'2'
1484,12599,227354,0,33,'2'
1485,0,122767,0,40,'1'
1486,0,465461,0,18,'1'
1487,0,49849,0,8,'1'
1488,0,138,0,52,'1'
1488,138,11106,1,78,'1'
1488,11106,12457,1,66,'2'
1488,12457,12599,0,64,'2'
1488,12599,227354,0,66,'2'
1489,0,465461,0,48,'1'
1490,0,1413202,0,72,'1'
1491,0,138331,1,316,'1'
1491,138331,752718,1,309,'2'
1491,752718,1809995,0,300,'2'
1492,0,197093,1,359,'1'
1492,197093,811480,1,351,'2'
1492,811480,1026024,1,345,'2'
1492,1026024,1113149,1,367,'2'
1492,1113149,1602762,0,372,'2'
1492,1602762,1868756,0,371,'2'
1493,0,614387,1,548,'1'
1493,614387,762550,1,542,'2'
1493,762550,828930,1,543,'2'
1493,828930,1529011,0,540,'2'
1493,1529011,1671663,0,526,'2'
1494,0,96471,0,538,'1'
1494,96471,148787,1,543,'1'
1494,148787,186017,0,534,'2'
1494,186017,763173,1,538,'2'
1494,763173,848607,0,537,'2'
1494,848607,977716,1,532,'2'
1494,977716,1820449,0,532,'2'
1496,0,90920,1,387,'1'
1496,90920,150917,1,402,'2'
1496,150917,296072,1,410,'2'
1496,296072,548346,0,517,'2'
1496,548346,614386,1,494,'2'
1496,614386,614565,0,488,'2'
1496,614565,828929,1,490,'2'
1496,828929,1671662,0,485,'2'
1495,0,197093,1,231,'1'
1495,197093,236154,1,227,'2'
1495,236154,243175,1,237,'2'
1495,243175,811479,1,238,'2'
1495,811479,952868,1,232,'2'
1495,952868,1026022,1,251,'2'
1495,1026022,1602761,0,251,'2'
1495,1602761,1868755,0,265,'2'
1497,0,15615,1,398,'1'
1497,15615,1687279,0,376,'2'
1498,0,1571690,0,46,'1'
1499,0,32968,0,39,'1'
1499,32968,1680602,0,39,'1'
1500,0,500875,1,143,'1'
1500,500875,569592,1,150,'2'
1500,569592,643147,1,150,'2'
1500,643147,1325772,0,171,'2'
1501,0,5492,1,171,'1'
1501,5492,24461,0,171,'2'
1502,0,650719,0,189,'1'
1503,0,1556796,0,24,'1'
1504,0,3196,1,267,'1'
1504,3196,6068,0,261,'2'
1504,6068,39036,0,261,'2'
1504,39036,1686670,0,137,'2'
1505,0,1885431,0,224,'1'
1506,0,1615529,1,113,'1'
1506,1615529,1883514,0,123,'2'
1507,0,18845,0,123,'1'
1508,0,501969,0,143,'1'
1508,501969,569592,1,150,'1'
1508,569592,643209,1,150,'2'
1508,643209,1344746,0,171,'2'
1509,0,96,1,640,'1'
1509,96,614386,1,650,'2'
1509,614386,828930,1,644,'2'
1509,828930,1084336,0,645,'2'
1509,1084336,1491308,1,616,'2'
1509,1491308,1671663,0,605,'2'
1510,0,2596,1,11,'1'
1510,2596,1644488,0,12,'2'
1511,0,197093,1,339,'1'
1511,197093,224631,1,328,'2'
1511,224631,226864,1,343,'2'
1511,226864,811478,1,355,'2'
1511,811478,1026022,1,345,'2'
1511,1026022,1868755,0,346,'2'
1512,0,197093,1,246,'1'
1512,197093,224631,1,229,'2'
1512,224631,226864,1,228,'2'
1512,226864,811478,1,229,'2'
1512,811478,1026022,1,218,'2'
1512,1026022,1868755,0,218,'2'
1409,0,238648,1,17,'1'
1409,238648,624282,1,17,'2'
1409,624282,975903,0,17,'2'
1513,0,1625334,0,76,'1'
1516,0,1081177,1,207,'1'
1516,1081177,1135577,1,201,'2'
1516,1135577,1211774,0,210,'2'
1517,0,497168,0,19,'1'
1517,497168,1556878,0,260,'1'
1518,0,442361,1,15,'1'
1518,442361,1552251,0,119,'2'
1519,0,6062,0,15,'1'
1519,6062,446973,1,15,'1'
1519,446973,497153,0,16,'2'
1519,497153,1556863,0,16,'2'
1520,0,189969,0,15,'1'
1514,0,1796371,0,88,'1'
1515,0,974073,0,44,'1'
1521,0,1523250,1,22,'1'
1521,1523250,1667522,1,27,'2'
1521,1667522,1840062,0,27,'2'
1521,1840062,1867595,0,27,'2'
1522,0,676277,1,174,'1'
1522,676277,1556594,0,158,'2'
1523,0,236244,1,30,'1'
1523,236244,311001,1,43,'2'
1523,311001,1867596,0,44,'2'
1524,0,1356521,1,264,'1'
1524,1356521,1556594,0,206,'2'
1525,0,32064,1,433,'1'
1525,32064,236243,1,417,'2'
1525,236243,311000,1,431,'2'
1525,311000,1429878,1,544,'2'
1525,1429878,1867595,0,946,'2'
1526,0,697055,0,52,'1'
1527,0,1642511,0,67,'1'
1528,0,311002,1,614,'1'
1528,311002,1523250,1,621,'2'
1528,1523250,1867596,0,715,'2'
1529,0,1523250,1,147,'1'
1529,1523250,1667522,1,141,'2'
1529,1667522,1867595,0,141,'2'
1530,0,61,1,474,'1'
1530,61,585,0,475,'2'
1530,585,32064,1,475,'2'
1530,32064,37223,1,475,'2'
1530,37223,37379,1,459,'2'
1530,37379,236243,1,479,'2'
1530,236243,1596560,1,435,'2'
1530,1596560,1867596,0,431,'2'
1531,0,41665,0,74,'1'
1532,0,41665,0,19,'1'
1533,0,41600,0,15,'1'
1534,0,41600,0,22,'1'
1535,0,41600,0,19,'1'
1536,0,1164,1,16,'1'
1536,1164,41600,0,16,'2'
1537,0,5300,1,65,'1'
1537,5300,41665,0,62,'2'
1538,0,41600,0,15,'1'
1539,0,41665,0,9,'1'
1540,0,41600,0,23,'1'
1541,0,41600,0,17,'1'
1542,0,41600,0,16,'1'
1543,0,41665,0,17,'1'
1544,0,785,1,18,'1'
1544,785,41599,0,18,'2'
1545,0,5300,1,59,'1'
1545,5300,41665,0,60,'2'
1546,0,5300,1,5,'1'
1546,5300,41665,0,6,'2'
1547,0,5300,1,196,'1'
1547,5300,16929,1,197,'2'
1547,16929,41664,0,203,'2'
1548,0,41665,0,13,'1'
1549,0,64,1,78,'1'
1549,64,5299,1,78,'2'
1549,5299,41664,0,79,'2'
1550,0,5134,1,48,'1'
1550,5134,41499,0,50,'2'
1551,0,41600,0,18,'1'
1552,0,41600,0,26,'1'
1553,0,41600,0,19,'1'
1554,0,41600,0,26,'1'
1555,0,41600,0,21,'1'
1556,0,41665,0,70,'1'
1557,0,41600,0,31,'1'
1558,0,41665,0,26,'1'
1559,0,1164,1,16,'1'
1559,1164,41600,0,16,'2'
1561,0,41600,0,27,'1'
1560,0,41600,0,22,'1'
1562,0,41600,0,20,'1'
1563,0,41600,0,16,'1'
1564,0,41600,0,27,'1'
1565,0,41600,0,16,'1'
1566,0,1278,0,43,'1'
1566,1278,41600,0,43,'1'
1567,0,5300,1,80,'1'
1567,5300,41665,0,81,'2'
1568,0,5300,1,45,'1'
1568,5300,41665,0,47,'2'
1569,0,1278,0,30,'1'
1569,1278,41600,0,30,'1'
1570,0,41600,0,18,'1'
1571,0,41600,0,15,'1'
1572,0,41600,0,15,'1'
1573,0,41600,0,34,'1'
1410,0,766911,0,48,'1'
1410,766911,927799,0,23,'1'
1410,927799,1145876,1,23,'1'
1410,1145876,1394220,0,23,'2'
1412,0,50482,1,507,'1'
1412,50482,269352,0,537,'2'
1411,0,564843,1,187,'1'
1411,564843,1031302,0,190,'2'
1574,0,18907,0,374,'1'
1574,18907,44116,1,542,'1'
1574,44116,53239,1,641,'2'
1574,53239,58823,1,679,'2'
1574,58823,69010,1,680,'2'
1574,69010,89275,1,680,'2'
1574,89275,91075,1,694,'2'
1574,91075,122268,1,731,'2'
1574,122268,141434,1,739,'2'
1574,141434,155768,1,733,'2'
1574,155768,219027,1,733,'2'
1574,219027,303424,1,733,'2'
1574,303424,824579,1,715,'2'
1574,824579,825697,1,752,'2'
1574,825697,941307,1,747,'2'
1574,941307,972185,1,843,'2'
1574,972185,989733,1,848,'2'
1574,989733,1011948,1,848,'2'
1574,1011948,1011950,1,861,'2'
1574,1011950,1037213,1,856,'2'
1574,1037213,1053332,1,830,'2'
1574,1053332,1078152,1,730,'2'
1574,1078152,1120539,1,734,'2'
1574,1120539,1133481,1,755,'2'
1574,1133481,1154154,1,750,'2'
1574,1154154,1168044,1,769,'2'
1574,1168044,1214379,1,750,'2'
1574,1214379,1220582,1,851,'2'
1574,1220582,1250666,1,850,'2'
1574,1250666,1505595,0,847,'2'
1575,0,13914,1,204,'1'
1575,13914,219031,1,210,'2'
1575,219031,1053297,1,14,'2'
1575,1053297,1505609,0,15,'2'
1576,0,19478,1,6,'1'
1576,19478,1525088,0,7,'2'
1577,0,585712,1,29,'1'
1577,585712,638568,1,31,'2'
1577,638568,825702,1,33,'2'
1577,825702,972190,1,41,'2'
1577,972190,998275,1,39,'2'
1577,998275,1053339,1,37,'2'
1577,1053339,1505607,0,37,'2'
1578,0,1505610,0,7,'1'
1579,0,46271,1,814,'1'
1579,46271,108205,1,808,'2'
1579,108205,128293,0,852,'2'
1579,128293,272599,1,853,'2'
1579,272599,312489,1,857,'2'
1579,312489,486541,1,858,'2'
1579,486541,636919,0,859,'2'
1580,0,226098,1,836,'1'
1580,226098,1170450,1,835,'2'
1580,1170450,1209036,1,823,'2'
1580,1209036,1269968,0,823,'2'
1581,0,36530,1,4282,'1'
1581,36530,70375,1,4282,'2'
1581,70375,88048,1,4254,'2'
1581,88048,99401,1,4256,'2'
1581,99401,126281,0,4316,'2'
1581,126281,126523,1,4383,'2'
1581,126523,266403,1,4390,'2'
1581,266403,322374,1,4425,'2'
1581,322374,339800,1,4438,'2'
1581,339800,351567,0,4479,'2'
1581,351567,401401,1,4498,'2'
1581,401401,403053,1,4532,'2'
1581,403053,413407,1,4527,'2'
1581,413407,453625,1,4531,'2'
1581,453625,479404,0,4523,'2'
1581,479404,645168,1,4534,'2'
1581,645168,832569,1,4548,'2'
1581,832569,832824,1,4474,'2'
1581,832824,921858,0,4482,'2'
1581,921858,962087,1,4501,'2'
1581,962087,1012983,1,4497,'2'
1581,1012983,1025056,1,4605,'2'
1581,1025056,1036538,1,4594,'2'
1581,1036538,1058136,1,4595,'2'
1581,1058136,1080107,1,4595,'2'
1581,1080107,1117183,1,4600,'2'
1581,1117183,1117678,1,4558,'2'
1581,1117678,1126544,0,4599,'2'
1581,1126544,1129524,1,4749,'2'
1581,1129524,1130279,1,4708,'2'
