@relation aux
@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curPitch numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SeTime1 numeric
@attribute SeTime2 numeric
@attribute SeTime3 numeric
@attribute SeTime4 numeric
@attribute SeTime5 numeric
@attribute SeTime6 numeric
@attribute SeTime7 numeric
@attribute SeTime8 numeric
@attribute SeTime9 numeric
@attribute SeTime10 numeric
@attribute SeTime11 numeric
@attribute SeTime12 numeric
@attribute SeTime13 numeric
@attribute SeTime14 numeric
@attribute diffSeTime1 numeric
@attribute diffSeTime2 numeric
@attribute diffSeTime3 numeric
@attribute diffSeTime4 numeric
@attribute diffSeTime5 numeric
@attribute diffSeTime6 numeric
@attribute diffSeTime7 numeric
@attribute diffSeTime8 numeric
@attribute diffSeTime9 numeric
@attribute diffSeTime10 numeric
@attribute diffSeTime11 numeric
@attribute diffSeTime12 numeric
@attribute diffSeTime13 numeric
@attribute diffSeTime14 numeric
@attribute alpha numeric
@attribute Se numeric
@attribute class {'1','2'}
@data
-113,-48,-0.18,0.04,0.69,1.9,-10,-2,-0.015,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'1'
-99,-52,-0.45,-0.2,0.63,1.3,-11,9,-0.018,3.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
313,-47,-0.55,-0.08,0.23,-0.3,-12,14,0.01,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
568,-33,-0.34,0.18,0.03,-1.1,-13,9,0.018,-3.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.021,'1'
125,-10,0.03,0.24,0.53,-1.4,-13,-18,0.004,-0.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,'2'
-127,-15,0.18,0.05,0.69,-1.1,-13,2,0.004,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0,0,-0.001,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.02,'2'
-36,-17,0.27,-0.1,0.57,-0.7,-13,8,0.012,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
46,-17,0.34,-0.1,0.46,-0.6,-12,17,0.011,0.6,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.018,'1'
275,-9,0.36,0.02,0.29,0.6,-11,5,-0.006,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,'1'
147,28,-0.35,0.2,0.46,0.7,-11,-9,-0.009,-1.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,'2'
-183,26,-0.31,0.13,0.76,-0.8,-13,-9,0.007,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'2'
-146,10,0.24,-0.01,0.66,-1.1,-13,8,0.018,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'1'
-29,8,0.49,0.02,0.56,-0.5,-12,7,0.009,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'1'
-12,8,-0.02,0.06,0.57,0.8,-11,-2,-0.018,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
-29,8,-0.22,0.07,0.58,0.7,-11,-2,-0.016,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
118,7,0.1,0.01,0.42,-0.7,-13,6,0.017,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.019,'1'
-301,8,-0.11,0.19,0.88,0.3,-12,-15,-0.013,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.021,0.021,0.022,0.022,0.022,0,0,0,0,0,0,-0.002,0,-0.002,0,-0.002,0,0,0,0.6,0.022,'2'
-181,-7,-0.2,-0.05,0.66,-0.4,-12,13,0.004,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'1'
-28,-9,-0.15,-0.06,0.52,-0.6,-13,13,0.004,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.017,'2'
498,8,0.31,0.08,0.09,-0.7,-13,2,0.016,-2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.5,0.019,'1'
101,27,0.23,0.29,0.57,0.5,-12,-32,-0.022,1.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,'1'
-391,15,-0.22,0.07,0.88,0.4,-12,4,-0.012,-1.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.019,'2'
-190,2,-0.26,0.01,0.69,-0.5,-12,7,0.01,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
252,1,0.19,0.28,0.31,-0.6,-13,5,0.013,-6.5,0.022,0.022,0.022,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.02,'1'
-173,6,0.16,0.27,0.79,0.2,-12,-25,-0.02,0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,'2'
-464,-1,-0.07,0.28,1.05,0.3,-12,-25,-0.019,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,0,-0.001,0,-0.001,0,-0.002,0,0,0,0.6,0.023,'2'
-652,-11,-0.12,0.15,1.17,0.2,-12,-12,0.003,1.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,-0.003,0,-0.002,0,0,0,0,0,0.6,0.021,'2'
-672,-30,0.02,-0.12,1.09,0.1,-12,13,0.011,-0.5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
-643,-32,0.04,-0.17,1.05,0.1,-12,15,0.011,1.5,0.013,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
-163,-47,0.23,-0.37,0.5,0.3,-12,45,0.009,2.2,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.012,'2'
237,-46,0.31,-0.32,0.17,0.6,-11,37,0.007,0.3,0.015,0.015,0.015,0.015,0.015,0.014,0.014,0.013,0.013,0.012,0.012,0.012,0.012,0.012,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.4,0.012,'1'
696,-34,0.32,-0.19,-0.2,1.1,-11,22,-0.006,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.016,0.016,0.015,0,0,0,0,0,0,0,0,0,0,0.003,0,0.002,0,0.4,0.015,'1'
724,-14,0.17,0.13,-0.12,1.5,-11,-3,-0.015,0.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.5,0.021,'1'
454,1,-0.05,0.23,0.21,1.6,-10,-27,-0.015,1.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.6,0.023,'2'
80,7,-0.32,0.32,0.59,1.4,-11,-35,-0.022,0.9,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0,0,0,0,0,0,-0.001,0,-0.001,0,0.001,0,0,0,0.7,0.024,'2'
-561,-3,-0.36,-0.13,1.07,0.6,-11,-14,0.006,6.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.6,0.019,'2'
-90,-21,-0.02,-0.15,0.52,-0.1,-12,25,0.017,-1.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,'2'
159,-20,0.15,-0.18,0.29,0.1,-12,26,0.016,0.1,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0.001,0,0.002,0,0.001,0,0,0,0,0,0.4,0.015,'2'
374,-12,0.36,0.11,0.21,0.5,-12,-6,0.005,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
-92,5,0.2,0.12,0.65,2.4,-10,-10,-0.007,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
-449,-10,-0.14,-0.09,0.92,2.6,-9,3,-0.012,3.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-390,-23,-0.29,-0.12,0.85,2.2,-10,7,-0.002,2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
-262,-29,-0.3,-0.06,0.73,1.9,-10,9,-0.001,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.017,'1'
0,-34,-0.31,-0.08,0.48,1.3,-11,14,-0.006,-0.6,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
421,-4,-0.21,0.08,0.16,-0.5,-12,-2,0.006,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'2'
337,18,0.07,0.1,0.25,-0.8,-13,-7,0.011,0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
-66,32,0.19,0.14,0.62,0.3,-12,-10,-0.004,-0.1,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
-155,30,0.16,0.06,0.7,0.5,-11,-9,-0.003,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,-0.001,0,-0.002,0,0,0,0,0,0.6,0.019,'1'
-217,20,-0.11,0.1,0.75,0.9,-11,-7,-0.015,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
-329,-14,-0.21,-0.07,0.78,-0.7,-13,13,0.004,1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
19,-24,0.27,-0.01,0.49,-0.7,-13,8,0.014,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
142,-21,0.44,0.22,0.41,0,-12,2,-0.004,-3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,'1'
43,-20,0.4,0.1,0.52,0.4,-12,-10,-0.005,1.2,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,-0.003,0,0,0,0,0,0.6,0.02,'1'
186,-4,-0.38,0.12,0.41,0.6,-11,-14,-0.009,1.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'2'
-249,-8,-0.22,0.14,0.79,-1.5,-13,-8,0.008,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.02,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,-0.002,0,0.6,0.02,'2'
70,-15,0.12,-0.08,0.4,-1.7,-14,19,0.016,-0.9,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
284,1,0.36,0.14,0.3,-0.7,-13,-7,-0.001,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
-40,8,0.27,0.24,0.66,0.1,-12,-28,-0.008,0.8,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,'2'
-135,7,0.24,0.24,0.74,0.2,-12,-23,-0.008,0.9,0.019,0.02,0.02,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.002,0,-0.003,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,'1'
-452,-2,0.14,-0.13,0.93,0.5,-11,-4,-0.006,5.5,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.5,0.018,'1'
-183,-24,-0.26,-0.02,0.67,0.4,-12,7,-0.011,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
315,-21,-0.1,-0.04,0.2,-1.1,-13,11,0.008,0,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'1'
360,21,0,0.1,0.22,-1.1,-13,-4,-0.001,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'2'
-64,39,0.23,0.14,0.62,-0.5,-12,-9,0.003,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
-114,38,0.25,0.14,0.66,-0.4,-12,-9,0.003,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
-274,31,0.14,0.01,0.76,0.2,-12,3,-0.013,1.7,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'2'
-302,14,-0.05,0.09,0.81,0.2,-12,-4,-0.001,-0.3,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0,-0.003,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'2'
-136,2,0.02,-0.08,0.59,0.1,-12,15,0.005,-0.8,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
193,8,0.14,0.22,0.39,0.5,-12,-8,0.001,-3.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
-331,-9,-0.19,0.02,0.79,0.5,-12,11,-0.004,-1.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
-256,-14,-0.21,-0.04,0.72,0.3,-12,9,-0.003,0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,0,0,0,0,0.5,0.017,'2'
134,-17,0.28,0.01,0.39,0.4,-12,5,0.008,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
256,-6,0.29,0.03,0.28,1.4,-11,2,-0.006,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'1'
-308,1,-0.33,0.07,0.84,1.3,-11,-12,-0.007,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,0.6,0.019,'2'
258,-6,-0.11,-0.04,0.25,-0.5,-12,10,0.006,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
503,15,0.21,0.01,0.05,-0.5,-12,6,0.013,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0,0,0.5,0.018,'1'
521,24,0.34,0.3,0.11,-0.2,-12,-12,0.013,-4.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.6,0.021,'1'
286,32,0.31,0.32,0.37,0.3,-12,-28,-0.013,-1.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,'1'
-145,34,0.02,0.2,0.75,0.6,-11,-27,-0.016,0.9,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.022,'2'
-299,30,-0.13,0.18,0.84,0.5,-11,-11,-0.014,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,-0.001,0,-0.002,0,-0.001,0,0,0,0,0,0.6,0.021,'2'
-291,8,0.15,-0.02,0.76,0.2,-12,7,0.014,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'1'
-377,-9,0.17,0.15,0.91,1.2,-11,-12,-0.01,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.02,0.02,0.02,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.6,0.02,'1'
-371,-29,-0.24,0.02,0.84,1.2,-11,6,-0.018,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-278,-39,-0.44,-0.07,0.74,0.5,-11,7,0.005,1.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
405,-38,0.19,-0.12,0.09,-0.4,-12,19,0.017,-0.2,0.018,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
475,-12,0.41,0.16,0.14,0.7,-11,-14,0.001,1.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.6,0.021,'1'
-111,-3,0.31,0.31,0.75,1.6,-10,-35,-0.01,0.5,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,'2'
-288,-44,-0.05,-0.1,0.73,2.2,-10,14,-0.006,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'1'
8,-49,-0.18,-0.08,0.47,1.9,-10,13,-0.008,-0.2,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
-305,-13,-0.13,-0.07,0.81,-0.6,-12,-8,0.005,5.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,'2'
-325,-25,0.08,0.06,0.82,-0.7,-13,1,0.014,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0,0,0,0,-0.001,0,0,0,-0.002,0,0,0,0,0,0.5,0.019,'1'
-296,-37,0.19,0.12,0.83,-0.2,-12,-11,-0.017,0,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
-391,-45,-0.04,0.05,0.9,0,-12,-8,-0.015,0.5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.019,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.004,0,0.6,0.019,'1'
68,-54,-0.23,-0.11,0.39,-0.5,-12,18,-0.003,-0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
329,-49,-0.25,-0.11,0.16,-0.9,-13,19,-0.002,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.001,0,0.5,0.016,'2'
521,-40,-0.15,-0.09,-0.02,-1.1,-13,16,0.009,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0.5,0.016,'1'
25,-5,-0.07,0.29,0.59,-1.4,-13,-23,-0.002,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,'2'
-645,-35,0.11,-0.11,1.03,-1.4,-13,21,0.006,1.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.016,'2'
-93,-56,0.37,-0.1,0.55,-0.7,-13,16,0.008,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'1'
