@relation aux
@attribute year {'98'}
@attribute gq {'HH_in_1970_definition_but_sampled_as_larger_unit','Institution','Other_group_quarters'}
@attribute gqtypeg {'College_dormitory','Correctional_institutions','Mental_institutions','Military','NA_(household)','Other_institutions','Other_non-instit_GQ_and_unknown','Rooming_house'}
@attribute farm {'Farm','Non-Farm'}
@attribute ownershg {'Owned_or_being_bought_(loan)','Rented'}
@attribute value numeric
@attribute rent numeric
@attribute ftotinc numeric
@attribute nfams {'1','2','3','4','5','6','7','8'}
@attribute ncouples {'0','1','2','3'}
@attribute nmothers {'0','1','2','3'}
@attribute nfathers {'0','1','2','3'}
@attribute momloc {'0','1','2','3','4','5','6','7','8','9','10'}
@attribute stepmom {'0','1','2','4','7'}
@attribute momrule {'0','1','2','3','5','6','7'}
@attribute poploc {'0','1','2','3','4','5','6','7','8','9'}
@attribute steppop {'0','1','2'}
@attribute poprule {'0','1','2','3','7'}
@attribute sploc {'0','1','2','3','4','5','6','7','8','10'}
@attribute sprule {'0','1','2','3','4','5'}
@attribute famsize {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','21'}
@attribute nchild {'0','1','2','3','4','5','6','7','8','9'}
@attribute nchlt5 {'0','1','2','3'}
@attribute famunit {'1','2','3','4','5','7'}
@attribute eldch numeric
@attribute yngch numeric
@attribute nsibs {'0','1','2','3','4','5','6','7','8','9'}
@attribute relateg {'Child','Child-in-law','Grandchild','Head_Householder','Institutional_inmates','Other_non-relatives','Other_relatives','Parent','Parent-in-Law','Partner_friend_visitor','Sibling','Sibling-in-Law','Spouse'}
@attribute age numeric
@attribute sex {'Female','Male'}
@attribute raceg {'American_Indian','Black_Negro','Chinese','Japanese','Other_Asian_or_Pacific','Other_race_nec','White'}
@attribute marst {'Divorced','Married_spouse_absent','Married_spouse_present','Never_married_single','Separated','Widowed'}
@attribute chborn {'10_children','11','12_(12+_1960-1990)','1_child','2__children','3','4','5','6','7','8','9','No_children'}
@attribute school {'No_not_in_school','Yes_in_school'}
@attribute educrec {'1_to_3_years_of_college','4+_years_of_college','Grade_1-4','Grade_10','Grade_11','Grade_12','Grade_5-8','Grade_9','None_or_preschool'}
@attribute schltype {'Church-related_(1980)','Other_private_1980','Public_school'}
@attribute empstatg {'Employed','Not_in_labor_force','Unemployed'}
@attribute labforce {'No_not_in_labor_force','Yes_in_labor_force'}
@attribute occscore numeric
@attribute sei numeric
@attribute classwkg {'Self-employed','Works_for_wages_salary'}
@attribute wkswork2 {'1-13_weeks','14-26_weeks','27-39_weeks','40-47_weeks','48-49_weeks','50-52_weeks'}
@attribute hrswork2 {'1-14_hours','15-29_hours','30-34_hours','35-39_hours','40_hours','41-48_hours','49-59_hours','60+_hours'}
@attribute workedyr {'No','Yes'}
@attribute inctot numeric
@attribute incwage numeric
@attribute incbus numeric
@attribute incfarm numeric
@attribute incss numeric
@attribute incwelfr numeric
@attribute incother numeric
@attribute poverty numeric
@attribute migrat5g {'Abroad','Different_state','Same_house','Same_state_countydifferent_house','Same_state_different_county'}
@attribute movedin {'0','1','2','5','6','7','8'}
@attribute vetstat {'No_Service','Yes'}
@attribute class {'1','2'}
@data
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,237,4250,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',61,'Female','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',4250,0,0,0,0,4175,0,112,'Same_house','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',85000,0,15005,'1','1','1','1','2','0','1','1','0','1','0','0','4','0','0','1',99,99,'1','Child',6,'Male','White','Never_married_single','No_children','Yes_in_school','None_or_preschool','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,203,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',42499,0,16890,'1','0','1','1','0','0','0','0','0','0','0','0','3','1','0','1',34,34,'0','Head_Householder',73,'Male','Black_Negro','Widowed','No_children','No_not_in_school','Grade_5-8','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',7060,0,0,0,2495,0,4565,288,'Same_house','5','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',57500,0,25465,'1','0','1','0','0','0','0','0','0','0','0','0','11','0','0','1',99,99,'7','Sibling',25,'Female','White','Separated','1_child','No_not_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',13,10,'Works_for_wages_salary','50-52_weeks','49-59_hours','Yes',5725,5725,0,0,0,0,0,173,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,287,33275,'1','1','1','1','0','0','0','0','0','0','2','1','4','2','0','1',18,16,'0','Head_Householder',45,'Male','White','Married_spouse_present','No_children','No_not_in_school','Grade_11','Public_school','Employed','Yes_in_labor_force',31,33,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',29735,29735,0,0,0,0,0,435,'Same_house','5','Yes','2'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',85000,0,20215,'1','1','1','1','0','0','0','0','0','0','0','0','5','0','0','1',99,99,'1','Sibling',19,'Male','White','Never_married_single','No_children','No_not_in_school','Grade_10','Public_school','Unemployed','Yes_in_labor_force',23,18,'Works_for_wages_salary','14-26_weeks','40_hours','Yes',3205,3205,0,0,0,0,0,227,'Same_state_countydifferent_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,450,14560,'1','0','1','0','1','0','1','0','0','0','0','0','2','0','0','1',99,99,'0','Child',15,'Female','Black_Negro','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',555,999999,999999,999999,0,0,555,290,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,237,7005,'2','0','0','0','0','0','0','0','0','0','0','0','1','0','0','2',99,99,'0','Partner_friend_visitor',26,'Male','White','Separated','No_children','No_not_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',25,15,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',6005,6005,0,0,0,0,0,158,'Same_house','0','No_Service','2'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,85,7005,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',39,'Male','Black_Negro','Widowed','No_children','No_not_in_school','Grade_12','Public_school','Not_in_labor_force','No_not_in_labor_force',25,36,'Works_for_wages_salary','27-39_weeks','40_hours','Yes',7005,7005,0,0,0,0,0,185,'Same_house','5','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,20005,'1','1','1','1','2','0','1','1','0','1','0','0','8','0','0','1',99,99,'5','Child',8,'Male','White','Never_married_single','No_children','Yes_in_school','Grade_1-4','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,167,'Different_state','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',2e+05,0,3005,'1','0','0','0','0','0','0','0','0','0','0','0','2','0','0','1',99,99,'1','Sibling',22,'Female','White','Never_married_single','No_children','No_not_in_school','1_to_3_years_of_college','Public_school','Employed','Yes_in_labor_force',11,16,'Works_for_wages_salary','27-39_weeks','30-34_hours','Yes',3005,3005,0,0,0,0,0,62,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',72500,0,34105,'1','1','0','0','0','0','0','0','0','0','1','1','2','0','0','1',99,99,'0','Spouse',53,'Female','White','Married_spouse_present','1_child','No_not_in_school','Grade_9','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',5940,0,0,0,3525,0,2415,501,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',95000,0,24375,'1','1','0','0','0','0','0','0','0','0','2','1','2','0','0','1',99,99,'0','Head_Householder',66,'Male','White','Married_spouse_present','No_children','No_not_in_school','4+_years_of_college','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',14355,0,0,0,4485,0,1665,501,'Same_house','6','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,165,14310,'1','0','1','0','0','0','0','0','0','0','0','0','2','1','0','1',13,13,'0','Head_Householder',33,'Female','White','Divorced','1_child','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',22,61,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',14310,13005,0,0,0,0,1305,285,'Same_house','5','No_Service','1'
'98','Other_group_quarters','Other_non-instit_GQ_and_unknown','Non-Farm','Owned_or_being_bought_(loan)',999999,0,999999,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Other_non-relatives',1,'Male','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,0,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',77500,0,21005,'1','1','1','1','2','0','1','1','0','1','0','0','3','0','0','1',99,99,'0','Child',1,'Male','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,358,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,287,30170,'1','1','1','1','0','0','0','0','0','0','2','1','3','1','1','1',3,3,'0','Head_Householder',41,'Male','White','Married_spouse_present','No_children','No_not_in_school','1_to_3_years_of_college','Public_school','Employed','Yes_in_labor_force',41,72,'Works_for_wages_salary','50-52_weeks','49-59_hours','Yes',25485,25485,0,0,0,0,0,501,'Same_state_countydifferent_house','2','Yes','1'
'98','Institution','Mental_institutions','Non-Farm','Owned_or_being_bought_(loan)',999999,0,999999,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Institutional_inmates',33,'Female','Black_Negro','Divorced','3','Yes_in_school','4+_years_of_college','Other_private_1980','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',0,0,0,0,0,0,0,0,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,262,12005,'1','1','1','1','0','0','0','0','0','0','1','1','5','3','0','1',18,10,'0','Spouse',36,'Female','White','Married_spouse_present','3','No_not_in_school','Grade_5-8','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',0,0,0,0,0,0,0,135,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',95000,0,28930,'2','1','1','1','2','0','1','1','0','1','0','0','5','0','0','1',99,99,'1','Child',12,'Female','Other_Asian_or_Pacific','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,324,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,212,7870,'1','1','0','0','0','0','0','0','0','0','2','1','2','0','0','1',99,99,'0','Head_Householder',76,'Male','White','Married_spouse_present','No_children','No_not_in_school','Grade_10','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',6185,0,0,0,6185,0,0,179,'Same_state_different_county','2','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',137500,0,45010,'1','1','0','0','0','0','0','0','0','0','1','1','2','0','0','1',99,99,'0','Spouse',28,'Female','White','Married_spouse_present','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',22,61,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',13005,13005,0,0,0,0,0,501,'Same_state_countydifferent_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,450,15085,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',29,'Male','Black_Negro','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',27,26,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',15085,15085,0,0,0,0,0,398,'Same_house','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',999999,0,17005,'2','0','0','0','0','0','0','0','0','0','0','0','1','0','0','2',99,99,'0','Partner_friend_visitor',40,'Female','Other_Asian_or_Pacific','Never_married_single','No_children','No_not_in_school','4+_years_of_college','Public_school','Employed','Yes_in_labor_force',19,46,'Works_for_wages_salary','40-47_weeks','40_hours','Yes',28005,28005,0,0,0,0,0,501,'Abroad','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',62500,0,34805,'1','1','1','1','2','0','1','1','0','1','0','0','7','0','0','1',99,99,'4','Child',13,'Female','White','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,308,'Same_state_countydifferent_house','0','No_Service','1'
'98','Institution','Other_institutions','Non-Farm','Owned_or_being_bought_(loan)',999999,0,999999,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Institutional_inmates',90,'Female','White','Widowed','10_children','No_not_in_school','Grade_1-4','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',0,0,0,0,0,0,0,0,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',2e+05,0,17905,'1','1','2','1','0','0','0','0','0','0','0','0','4','1','0','1',51,51,'0','Parent',73,'Female','White','Widowed','1_child','No_not_in_school','Grade_9','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',4325,0,0,0,4325,0,0,238,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,185,3305,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',27,'Female','White','Never_married_single','No_children','Yes_in_school','4+_years_of_college','Public_school','Employed','Yes_in_labor_force',36,66,'Works_for_wages_salary','40-47_weeks','40_hours','Yes',3305,3305,0,0,0,0,0,87,'Different_state','1','No_Service','2'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',2e+05,0,61090,'1','1','1','1','2','0','1','1','0','1','0','0','4','0','0','1',99,99,'1','Child',12,'Female','White','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,501,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,155,12010,'1','1','0','0','0','0','0','0','0','0','1','1','2','0','0','1',99,99,'0','Spouse',21,'Female','White','Married_spouse_present','No_children','No_not_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',17,13,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',6005,6005,0,0,0,0,0,246,'Same_house','0','No_Service','2'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,262,8330,'1','0','1','0','0','0','0','0','0','0','0','0','2','1','0','1',56,56,'0','Head_Householder',71,'Female','White','Widowed','2__children','No_not_in_school','Grade_1-4','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',3985,0,0,0,3985,0,0,189,'Same_house','5','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,450,15675,'1','1','0','0','0','0','0','0','0','0','2','1','2','0','0','1',99,99,'0','Head_Householder',69,'Male','White','Married_spouse_present','No_children','No_not_in_school','Grade_5-8','Public_school','Unemployed','Yes_in_labor_force',41,68,'Works_for_wages_salary','14-26_weeks','40_hours','Yes',7870,4505,0,0,3365,0,0,356,'Same_house','5','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,25015,'1','3','3','3','2','0','1','1','0','1','0','0','21','0','0','1',99,99,'9','Child',9,'Male','White','Never_married_single','No_children','Yes_in_school','Grade_1-4','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,177,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',2e+05,0,75000,'1','1','1','1','2','0','1','1','0','1','0','0','4','0','0','1',99,99,'1','Child',15,'Male','White','Never_married_single','No_children','Yes_in_school','Grade_10','Other_private_1980','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',0,999999,999999,999999,0,0,0,501,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',112500,0,57260,'1','1','1','0','3','0','1','0','0','0','2','1','3','0','0','1',99,99,'0','Head_Householder',57,'Male','White','Married_spouse_present','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',34,49,'Works_for_wages_salary','50-52_weeks','41-48_hours','Yes',33510,29005,0,0,0,0,0,501,'Same_house','6','Yes','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',112500,0,31075,'1','1','0','0','0','0','0','0','0','0','1','1','2','0','0','1',99,99,'0','Spouse',24,'Female','White','Married_spouse_present','No_children','Yes_in_school','1_to_3_years_of_college','Public_school','Employed','Yes_in_labor_force',29,48,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',16005,16005,0,0,0,0,0,501,'Same_state_countydifferent_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,212,20770,'1','0','2','0','0','0','0','0','0','0','0','0','5','3','0','1',19,7,'0','Head_Householder',37,'Female','Black_Negro','Widowed','4','No_not_in_school','Grade_11','Public_school','Employed','Yes_in_labor_force',23,18,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',16795,16795,0,0,0,0,0,239,'Same_house','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',47500,0,4805,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',72,'Female','White','Widowed','No_children','No_not_in_school','Grade_10','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',4805,0,0,0,4805,0,0,137,'Same_house','8','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,175,1205,'2','0','0','0','0','0','0','0','0','0','0','0','1','0','0','2',99,99,'0','Partner_friend_visitor',39,'Female','White','Separated','1_child','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',6,7,'Works_for_wages_salary','50-52_weeks','30-34_hours','Yes',4005,4005,0,0,0,0,0,106,'Same_house','0','No_Service','2'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,8845,'2','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',23,'Female','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',36,66,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',8845,8845,0,0,0,0,0,233,'Same_state_countydifferent_house','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',112500,0,46610,'1','1','1','1','2','0','1','1','0','1','0','0','4','0','0','1',99,99,'1','Child',6,'Male','White','Never_married_single','No_children','Yes_in_school','None_or_preschool','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,501,'Same_state_countydifferent_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',77500,0,32155,'1','1','1','1','2','0','1','1','0','1','0','0','4','0','0','1',99,99,'1','Child',2,'Female','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,435,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',137500,0,41160,'1','1','1','1','2','7','1','1','0','1','0','0','5','0','0','1',99,99,'2','Child',20,'Male','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Not_in_labor_force','No_not_in_labor_force',18,19,'Works_for_wages_salary','50-52_weeks','40_hours','No',0,0,0,0,0,0,0,461,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,212,20510,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',54,'Male','White','Divorced','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',20,8,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',20510,18005,0,0,0,0,0,501,'Same_state_countydifferent_house','5','Yes','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,14010,'1','1','0','0','0','0','0','0','0','0','1','1','2','0','0','1',99,99,'0','Spouse',51,'Female','White','Married_spouse_present','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',37,49,'Works_for_wages_salary','40-47_weeks','49-59_hours','Yes',6005,6005,0,0,0,0,0,287,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',137500,0,31555,'1','1','1','1','2','0','1','1','0','1','0','0','4','0','0','1',99,99,'1','Child',5,'Male','Other_race_nec','Never_married_single','No_children','Yes_in_school','None_or_preschool','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,427,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,237,10725,'1','0','1','0','1','0','1','0','0','0','0','0','3','0','0','1',99,99,'1','Child',23,'Male','Other_Asian_or_Pacific','Never_married_single','No_children','Yes_in_school','1_to_3_years_of_college','Church-related_(1980)','Not_in_labor_force','No_not_in_labor_force',34,67,'Works_for_wages_salary','1-13_weeks','40_hours','Yes',2720,2645,0,0,0,0,0,188,'Abroad','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',77500,0,4210,'1','0','1','0','1','0','1','0','0','0','0','0','3','0','0','1',99,99,'1','Child',14,'Female','Black_Negro','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,72,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,155,3005,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',56,'Male','White','Divorced','No_children','No_not_in_school','Grade_11','Public_school','Unemployed','Yes_in_labor_force',20,8,'Works_for_wages_salary','27-39_weeks','40_hours','Yes',3005,3005,0,0,0,0,0,79,'Same_state_countydifferent_house','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,2205,'2','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',27,'Female','Black_Negro','Never_married_single','No_children','No_not_in_school','4+_years_of_college','Public_school','Employed','Yes_in_labor_force',37,78,'Works_for_wages_salary','14-26_weeks','49-59_hours','Yes',2205,2205,0,0,0,0,0,58,'Different_state','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,287,17690,'1','1','1','1','2','0','1','1','0','1','0','0','4','0','0','1',99,99,'1','Child',7,'Male','White','Never_married_single','No_children','Yes_in_school','None_or_preschool','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,239,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',112500,0,39425,'1','1','0','0','0','0','0','0','0','0','1','1','2','0','0','1',99,99,'0','Spouse',63,'Female','White','Married_spouse_present','No_children','Yes_in_school','1_to_3_years_of_college','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',2065,0,0,0,2065,0,0,501,'Same_house','0','Yes','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',28750,0,36235,'1','1','1','1','0','0','0','0','0','0','1','1','3','1','0','1',54,54,'0','Spouse',80,'Female','White','Married_spouse_present','2__children','No_not_in_school','1_to_3_years_of_college','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',65,0,0,0,0,0,0,501,'Same_house','0','No_Service','1'
